PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000446,Idleb,Harim,Harim,Al Aman,"36.2172267,36.5525022",IS,54,57,53,45,209,0.94,0,0,0,0,0,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000448,Idleb,Jisr-Ash-Shugur,Darkosh,Al Aman,"35.9858817,36.3323378",IS,100,112,119,112,443,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000123,Idleb,Harim,Karama,Al Nour,"36.245673,36.762192",IS,173,254,138,24,589,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000437,Idleb,Harim,Deir Hassan,Al Nour,"36.2523694,36.7426917",IS,0,0,0,0,378,0,0,1,1,1,0.26,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000431,Idleb,Al Ma'ra,Maarrat An Numan,Al Wafa,"35.685711,36.765812",IS,0,0,0,0,360,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000432,Idleb,Jisr-Ash-Shugur,Darkosh,Al Wafa,"35.9665347,36.3400428",IS,63,59,60,56,238,0.64,0,0,0,0,0,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000069,Idleb,Harim,Bab Al Hawa,Othman Bin Affan,"36.131003,36.651884",IS,28,40,31,24,123,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000329,Idleb,Jisr-Ash-Shugur,Darkosh,Othman Bin Affan,"36.130003,36.650884",IS,0,0,0,0,0,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000450,Idleb,Harim,Harim,Abna'a Al Ezza,"36.223593731,36.511745569",IS,92,105,100,102,399,0.93,0,0,0,0,0,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000449,Aleppo,Al Bab,Al Bab,Al Bab Transit/Reception Centre,"36.3697223950001,37.5149251570001",T/RC,55,63,71,116,215,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000447,Idleb,Jisr-Ash-Shugur,Darkosh,Aleppo 3,"36.0094872,36.3795089",IS,144,185,137,126,592,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000445,Idleb,Harim,Sarmada,Ghetaa Al Rahma2 (Al Kamouneh),"36.1645356,36.7480828",IS,241,235,194,180,850,0.99,0,0,0,0,0,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000444,Idleb,Harim,Deir Hassan,Al Hader,"36.2779961,36.7462778",IS,0,0,0,0,1335,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000443,Idleb,Harim,Deir Hassan,Al Hadaba Al Khadra,"36.2695606,36.768565",IS,0,0,0,0,299,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000442,Idleb,Harim,Deir Hassan,Al Seraj,"36.2368778,36.7848356",IS,92,93,57,55,249,0,0,1,1,1,0.92,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000441,Idleb,Harim,Deir Hassan,Al Bo Fares,"36.2438617,36.7901739",IS,0,0,0,0,200,0,0,1,1,1,0.92,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000440,Idleb,Harim,Deir Hassan,Nour Al Kheir,"36.2401517,36.7609806",IS,0,0,0,0,736,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000439,Idleb,Harim,Deir Hassan,Morek,"36.2478967,36.7435328",IS,0,0,0,0,4175,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000438,Idleb,Harim,Deir Hassan,Lastom Wahdakom,"36.2400611,36.7238456",IS,0,0,0,0,591,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000436,Idleb,Harim,Deir Hassan,Al Mazalem,"36.2497156,36.748545",IS,0,0,0,0,158,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000435,Idleb,Harim,Deir Hassan,Al Mansour,"36.2299522,36.7416211",IS,0,0,0,0,1564,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000434,Idleb,Harim,Bab Al Hawa,Al Bardakli,"36.2151972,36.7252778",IS,0,0,0,0,346,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000433,Aleppo,A'zaz,Azaz,Al Helal,"36.6355211,37.1083783",IS,0,0,0,0,125,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000424,Idleb,Jisr-Ash-Shugur,Darkosh,Al Bonyan,"36.0002828,36.3203489",IS,111,114,98,88,411,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000423,Idleb,Harim,Salam,Mareiwdah,"36.2938467,36.7291922",IS,93,104,71,58,326,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000422,Idleb,Harim,Qah,Shuhada Khan Sheikhon,"36.2914989,36.708335",IS,171,163,127,114,575,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000420,Idleb,Harim,Karama,Khan Sheikhon Al Kemawi,"36.2862961,36.695995",IS,69,93,55,46,263,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000419,Aleppo,Jebel Saman,Atareb,Mezanaz Transit/Reception Centre,"36.063247,36.860725",T/RC,283,337,328,461,1409,1,1,1,1,1,0.75,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000418,Idleb,Harim,Sarmada,Al Rahman,"36.202867, 36.682187",IS,0,0,0,0,70,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000415,Idleb,Harim,Deir Hassan,Al Ghoraba Homs,"36.2246472, 36.7942361",IS,24,29,21,23,97,1,0.65,0.75,0.5,0.6,0.6,1. Fully covered,2. Mostly covered,2. Mostly covered,3. Partially covered,2. Mostly covered,2. Mostly covered
CP000414,Idleb,Harim,Harim,Dalama,"36.213593731, 36.521745569",IS,32,40,31,32,135,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000413,Idleb,Harim,Harim,Al Azraq,"36.212593731, 36.520745569",IS,195,151,205,149,700,0.97,0,0,0,0,0,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000412,Idleb,Harim,Salam,Zahrat Al Khalij Al Arabi,"36.296272732,36.725164884",IS,142,199,163,137,641,0,1,1,1,1,0.88,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000411,Idleb,Harim,Deir Hassan,Qariat Al Iman ,"36.302174,36.730849",IS,0,0,0,0,636,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
